timestamp_ms,power_W
1759963752711,9.74
1759963753749,9.13
1759963754787,9.43
1759963755825,9.27
1759963756863,9.09
1759963757901,9.07
1759963758940,9.05
1759963759978,9.52
1759963761018,9.45
1759963762056,9.33
1759963763094,9.15
1759963764133,9.09
1759963765171,9.09
1759963766209,9.23
1759963767247,9.22
1759963768286,9.52
1759963769327,10.02
1759963770368,9.72
1759963771407,9.26
1759963772445,8.89
1759963773483,9.37
1759963774522,9.27
1759963775559,9.01
1759963776597,9.08
1759963777635,9.84
1759963778675,9.71
1759963779715,9.08
1759963780753,9.16
1759963781799,9.12
1759963782837,9.20
1759963783875,9.22
1759963784912,9.05
1759963785950,9.14
1759963786996,9.46
1759963788036,9.45
1759963789073,14.18
1759963790114,13.35
1759963791154,13.13
1759963792196,12.20
1759963793233,11.78
1759963794271,11.09
1759963795316,11.24
1759963796360,10.64
1759963797398,9.76
1759963798438,9.34
1759963799483,8.84
1759963800520,7.86
1759963801562,7.87
1759963802602,7.70
1759963803642,7.78
1759963804680,7.72
1759963805717,7.80
1759963806756,7.31
1759963807795,7.07
1759963808834,7.09
1759963809873,7.13
1759963810914,7.14
1759963811953,7.74
1759963812993,7.17
1759963814034,7.10
1759963815073,7.18
1759963816111,7.16
1759963817149,7.15
1759963818188,7.26
1759963819225,7.67
1759963820263,7.22
1759963821303,7.17
1759963822344,7.19
1759963823383,7.18
1759963824422,7.18
1759963825461,7.30
1759963826499,7.64
1759963827537,7.25
1759963828576,7.21
1759963829615,7.20
1759963830658,7.20
1759963831697,7.17
1759963832737,7.22
1759963833775,7.62
1759963834815,7.20
1759963835854,7.16
1759963836892,7.16
1759963837932,7.16
1759963838972,7.14
1759963840013,7.27
1759963841051,7.66
1759963842089,7.15
1759963843129,7.12
1759963844168,7.15
1759963845206,7.14
1759963846245,7.12
1759963847287,7.24
1759963848327,7.63
1759963849367,7.24
1759963850407,7.19
1759963851446,7.16
1759963852484,7.12
1759963853523,7.13
1759963854562,7.30
1759963855601,7.61
1759963856642,7.17
1759963857681,7.18
1759963858719,7.14
1759963859759,7.13
1759963860798,7.34
1759963861835,11.28
1759963862872,8.88
1759963863910,8.83
1759963864949,8.90
1759963865989,10.32
1759963867030,9.70
1759963868076,11.64
1759963869113,9.99
1759963870154,9.24
1759963871193,9.05
1759963872232,9.10
1759963873272,9.21
1759963874313,9.18
1759963875351,8.85
1759963876390,9.27
1759963877428,9.08
1759963878468,9.03
1759963879506,8.98
1759963880545,9.06
1759963881586,9.47
1759963882627,9.63
1759963883674,9.08
1759963884712,9.21
1759963885751,9.20
1759963886790,9.28
1759963887828,9.10
1759963888866,9.18
1759963889905,9.22
1759963890944,9.49
1759963891985,9.18
1759963893028,9.22
1759963894066,9.16
1759963895104,9.11
1759963896142,9.07
1759963897179,9.12
1759963898219,9.27
1759963899262,9.61
1759963900302,9.69
1759963901340,9.09
1759963902378,9.23
1759963903417,9.03
1759963904462,9.00
1759963905501,9.08
1759963906539,9.08
1759963907578,9.37
1759963908619,9.59
1759963909661,9.18
1759963910700,9.12
1759963911738,9.18
1759963912776,9.16
1759963913813,9.23
1759963914851,9.09
1759963915891,9.29
1759963916930,9.52
1759963917970,9.13
1759963919008,9.09
1759963920045,9.41
1759963921084,9.41
1759963922121,9.16
1759963923159,8.87
1759963924199,9.12
1759963925239,9.64
1759963926279,9.58
1759963927318,9.13
