ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
144,fepgate,6,0.119819,0.400,7,1759.13
145,fepgate,6,0.116165,0.200,7,428.29
146,fepgate,6,0.121479,0.200,7,1754.63
147,fepgate,6,0.115564,0.200,7,428.60
148,fepgate,6,0.119831,0.200,7,1758.38
149,fepgate,6,0.118439,0.400,7,448.25
150,fepgate,6,0.120424,0.400,7,1758.89
151,fepgate,6,0.118477,0.400,7,429.49
152,fepgate,6,0.113806,0.200,7,1759.41
153,fepgate,6,0.114925,0.400,7,432.59
154,fepgate,6,0.116449,0.200,7,1756.79
155,fepgate,6,0.117357,0.200,7,428.57
156,fepgate,6,0.119861,0.400,7,1757.71
157,fepgate,6,0.114171,0.200,7,428.43
158,fepgate,6,0.119366,0.200,7,1756.60
159,fepgate,6,0.115547,0.400,7,427.63
160,fepgate,6,0.117393,0.400,7,1755.34
161,fepgate,6,0.116555,0.400,7,436.91
162,fepgate,6,0.121596,0.400,7,1757.51
163,fepgate,6,0.116146,0.200,7,427.80
164,fepgate,6,0.108811,0.400,7,1754.70
165,fepgate,6,0.116084,0.400,7,427.86
166,fepgate,6,0.117638,0.200,7,1756.31
167,fepgate,6,0.116862,0.200,7,430.14
168,fepgate,6,0.117585,0.200,7,1762.08
169,fepgate,6,0.116481,0.200,7,427.73
170,fepgate,6,0.118407,0.600,7,1757.32
171,fepgate,6,0.117721,0.200,7,428.85
172,fepgate,6,0.117691,0.400,7,1757.58
173,fepgate,6,0.114361,0.200,7,427.81
174,fepgate,6,0.117401,0.200,7,1755.80
175,fepgate,6,0.119535,0.200,7,427.69
176,fepgate,6,0.115978,0.200,7,1756.49
177,fepgate,6,0.117656,0.400,7,428.80
178,fepgate,6,0.116577,0.200,7,1753.53
179,fepgate,6,0.117924,0.200,7,426.81
180,fepgate,6,0.118683,0.400,7,1758.95
181,fepgate,6,0.111933,0.200,7,430.16
182,fepgate,6,0.117018,0.400,7,1758.45
183,fepgate,6,0.114623,0.200,7,429.02
184,fepgate,6,0.118826,0.200,7,1760.18
185,fepgate,6,0.107046,0.400,7,429.31
186,fepgate,6,0.116903,0.200,7,1767.43
187,fepgate,6,0.115015,0.200,7,428.27
188,fepgate,6,0.118021,0.200,7,1755.42
189,fepgate,6,0.112569,0.200,7,428.21
190,fepgate,6,0.114479,0.400,7,1760.68
191,fepgate,6,0.111208,0.200,7,427.94
192,fepgate,6,0.121067,0.400,7,1756.45
193,fepgate,6,0.118013,0.400,7,428.93
194,fepgate,6,0.113701,0.400,7,1758.89
195,fepgate,6,0.114022,0.400,7,427.57
196,fepgate,6,0.114476,0.400,7,1754.03
197,fepgate,6,0.119720,0.400,7,428.49
198,fepgate,6,0.117947,0.200,7,1756.40
199,fepgate,6,0.117786,0.400,7,426.59
200,fepgate,6,0.118417,0.200,7,1756.32
201,fepgate,6,0.114825,0.200,7,427.32
202,fepgate,6,0.115281,0.200,7,1753.50
203,fepgate,6,0.117730,0.200,7,429.20
204,fepgate,6,0.119018,0.400,7,1763.94
205,fepgate,6,0.115921,0.200,7,428.07
206,fepgate,6,0.112448,0.400,7,1748.42
207,fepgate,6,0.117529,0.200,7,431.32
208,fepgate,6,0.122107,0.400,7,1750.01
209,fepgate,6,0.121672,0.400,7,429.52
210,fepgate,6,0.120101,0.400,7,1750.09
211,fepgate,6,0.114487,0.400,7,431.96
212,fepgate,6,0.116341,0.200,7,1749.62
213,fepgate,6,0.116907,0.600,7,429.59
214,fepgate,6,0.120299,0.200,7,1750.18
215,fepgate,6,0.115820,0.200,7,432.03
216,fepgate,6,0.118554,0.400,7,1751.49
217,fepgate,6,0.115102,0.400,7,430.55
218,fepgate,6,0.120834,0.200,7,1759.24
219,fepgate,6,0.121743,0.200,7,436.89
220,fepgate,6,0.116901,0.200,7,1766.63
221,fepgate,6,0.117769,0.200,7,432.14
222,fepgate,6,0.118844,0.200,7,1776.13
223,fepgate,6,0.118062,0.400,7,434.89
224,fepgate,6,0.116777,0.200,7,1767.34
225,fepgate,6,0.118399,0.200,7,429.07
226,fepgate,6,0.115711,0.400,7,1747.94
227,fepgate,6,0.113913,0.400,7,431.06
228,fepgate,6,0.120243,0.400,7,1747.14
229,fepgate,6,0.115475,0.400,7,429.48
230,fepgate,6,0.118719,0.400,7,1750.35
231,fepgate,6,0.119949,0.400,7,433.33
232,fepgate,6,0.119868,0.200,7,1747.43
233,fepgate,6,0.115551,0.200,7,428.93
234,fepgate,6,0.116252,0.600,7,1746.90
235,fepgate,6,0.113598,0.200,7,430.92
236,fepgate,6,0.116822,0.200,7,1750.31
237,fepgate,6,0.114242,0.400,7,428.87
238,fepgate,6,0.111495,0.200,7,1748.96
239,fepgate,6,0.119808,0.400,7,430.98
240,fepgate,6,0.116612,0.200,7,1751.52
241,fepgate,6,0.118941,0.400,7,449.90
242,fepgate,6,0.117202,0.400,7,1760.42
243,fepgate,6,0.118504,0.400,7,427.73
244,fepgate,6,0.111530,0.200,7,1759.81
245,fepgate,6,0.119386,0.400,7,430.46
246,fepgate,6,0.115165,0.200,7,1757.61
247,fepgate,6,0.117456,0.200,7,427.69
248,fepgate,6,0.112671,0.400,7,1755.33
249,fepgate,6,0.117491,0.200,7,428.79
250,fepgate,6,0.114398,0.200,7,1756.05
251,fepgate,6,0.115675,0.200,7,427.21
252,fepgate,6,0.111938,0.200,7,1758.31
253,fepgate,6,0.119754,0.400,7,428.22
254,fepgate,6,0.117571,0.200,7,1757.93
255,fepgate,6,0.119622,0.200,7,428.20
256,fepgate,6,0.115532,0.200,7,1755.70
257,fepgate,6,0.117768,0.200,7,428.82
258,fepgate,6,0.116705,0.400,7,1760.64
259,fepgate,6,0.113312,0.200,7,427.44
260,fepgate,6,0.118511,0.200,7,1764.07
261,fepgate,6,0.115929,0.400,7,428.31
262,fepgate,6,0.117781,0.200,7,1759.22
263,fepgate,6,0.119147,0.200,7,427.04
264,fepgate,6,0.121046,0.200,7,1759.59
265,fepgate,6,0.118739,0.400,7,428.12
266,fepgate,6,0.118165,0.400,7,1757.68
267,fepgate,6,0.110788,0.400,7,427.32
268,fepgate,6,0.115759,0.200,7,1758.25
269,fepgate,6,0.118572,0.200,7,428.84
270,fepgate,6,0.118862,0.200,7,1761.04
271,fepgate,6,0.117307,0.400,7,427.94
272,fepgate,6,0.116770,0.200,7,1761.49
273,fepgate,6,0.117506,0.200,7,429.17
274,fepgate,6,0.116661,0.200,7,1759.53
275,fepgate,6,0.112315,0.200,7,427.99
276,fepgate,6,0.116052,0.200,7,1756.64
277,fepgate,6,0.116711,0.400,7,432.56
278,fepgate,6,0.115198,0.400,7,1755.26
279,fepgate,6,0.116545,0.200,7,428.22
280,fepgate,6,0.116724,0.200,7,1746.11
281,fepgate,6,0.122032,0.000,7,433.00
282,fepgate,6,0.119950,0.400,7,1749.87
283,fepgate,6,0.117922,0.200,7,428.57
284,fepgate,6,0.116269,0.400,7,1747.09
285,fepgate,6,0.121465,0.200,7,430.74
286,fepgate,6,0.118868,0.200,7,1748.28
287,fepgate,6,0.117123,0.400,7,427.75
288,fepgate,6,0.116472,0.200,7,1747.34
289,fepgate,6,0.119955,0.400,7,430.95
290,fepgate,6,0.116145,0.400,7,1750.55
291,fepgate,6,0.113780,0.400,7,429.00
292,fepgate,6,0.113330,0.200,7,1746.20
293,fepgate,6,0.113901,0.200,7,429.93
294,fepgate,6,0.118290,0.200,7,1746.79
295,fepgate,6,0.117602,0.400,7,430.73
296,fepgate,6,0.120182,0.200,7,1755.61
297,fepgate,6,0.120477,0.200,7,428.68
298,fepgate,6,0.115842,0.400,7,1759.36
299,fepgate,6,0.116390,0.200,7,429.96
