ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
266,off,6,0.151641,0.200,7,394.85
267,off,6,0.154870,0.200,7,1703.56
268,off,6,0.126508,0.200,7,390.89
269,off,6,0.151668,0.200,7,1705.84
270,off,6,0.138323,0.200,7,396.30
271,off,6,0.144019,0.200,7,1716.66
272,off,6,0.148157,0.200,7,388.76
273,off,6,0.131527,0.200,7,1717.16
274,off,6,0.116579,0.200,7,392.09
275,off,6,0.138831,0.200,7,1717.49
276,off,6,0.121676,0.200,7,388.93
277,off,6,0.148431,0.400,7,1717.56
278,off,6,0.144120,0.200,7,389.78
279,off,6,0.129423,0.200,7,1714.54
280,off,6,0.151361,0.200,7,387.93
281,off,6,0.136250,0.200,7,1710.94
282,off,6,0.139678,0.400,7,391.17
283,off,6,0.146065,0.200,7,1713.72
284,off,6,0.141259,0.200,7,388.96
285,off,6,0.128118,0.200,2,1712.54
286,off,6,0.145136,0.200,7,391.94
287,off,6,0.138026,0.200,7,1712.45
288,off,6,0.145414,0.200,7,390.63
289,off,6,0.153141,0.200,7,1714.30
290,off,6,0.144213,0.200,7,391.15
291,off,6,0.140704,0.200,7,1718.44
292,off,6,0.144356,0.200,7,390.54
293,off,6,0.156232,0.000,7,1723.47
294,off,6,0.155771,0.000,7,398.80
295,off,6,0.151371,0.200,7,1723.52
296,off,6,0.163824,0.000,7,399.20
297,off,6,0.140978,0.200,7,1723.53
298,off,6,0.160921,0.000,7,401.90
299,off,6,0.142768,0.200,7,1731.01
