ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
0,off,6,0.144091,0.200,7,1923.22
1,off,6,0.147374,0.200,7,1732.37
2,off,6,0.132864,0.400,7,401.08
3,off,6,0.134647,0.200,7,1728.81
4,off,6,0.138334,0.000,7,404.99
5,off,6,0.139043,0.200,7,1731.57
6,off,6,0.148145,0.200,7,404.61
7,off,6,0.149726,0.200,7,1727.18
8,off,6,0.125788,0.400,7,405.15
9,off,6,0.174243,0.000,7,1729.23
10,off,6,0.143833,0.200,7,403.95
11,off,6,0.126666,0.200,7,1729.76
12,off,6,0.156259,0.200,7,404.45
13,off,6,0.144149,0.200,7,1729.48
14,off,6,0.134698,0.400,7,405.51
15,off,6,0.142477,0.200,7,1728.99
16,off,6,0.137347,0.200,7,405.06
17,off,6,0.122703,0.200,7,1731.57
18,off,6,0.148850,0.400,7,404.37
19,off,6,0.126017,0.200,7,1724.81
20,off,6,0.148267,0.400,7,405.51
21,off,6,0.134085,0.200,7,1726.43
22,off,6,0.136428,0.400,7,400.39
23,off,6,0.133361,0.200,2,1726.56
24,off,6,0.177800,0.200,7,404.03
25,off,6,0.122850,0.200,7,1725.74
26,off,6,0.125075,0.400,7,405.04
27,off,6,0.124553,0.200,7,1725.29
28,off,6,0.126952,0.400,7,404.89
29,off,6,0.133204,0.200,7,1738.84
30,off,6,0.129608,0.400,7,410.08
31,off,6,0.140129,0.400,7,1741.05
32,off,6,0.147644,0.000,7,404.93
33,off,6,0.137877,0.200,7,1738.45
34,off,6,0.148561,0.400,7,404.24
35,off,6,0.139098,0.200,7,1742.27
36,off,6,0.159726,0.200,7,421.96
37,off,6,0.145415,0.200,7,1712.58
38,off,6,0.144324,0.200,7,401.74
39,off,6,0.144535,0.400,7,1710.71
40,off,6,0.144278,0.200,7,400.62
41,off,6,0.150929,0.200,7,1708.47
42,off,6,0.126331,0.200,7,403.17
43,off,6,0.145222,0.200,7,1711.21
44,off,6,0.147417,0.400,7,401.89
45,off,6,0.170207,0.200,7,1708.23
46,off,6,0.140119,0.400,7,401.18
47,off,6,0.125994,0.200,7,1712.73
48,off,6,0.133807,0.400,7,399.65
49,off,6,0.149239,0.400,7,1710.93
50,off,6,0.145756,0.400,7,400.79
51,off,6,0.133273,0.200,7,1710.45
52,off,6,0.157218,0.200,7,398.92
53,off,6,0.162694,0.200,7,1708.43
54,off,6,0.151801,0.200,7,400.37
55,off,6,0.139949,0.000,7,1716.18
56,off,6,0.127993,0.400,7,399.02
57,off,6,0.155531,0.200,7,1709.49
58,off,6,0.143490,0.200,7,402.84
59,off,6,0.125646,0.000,7,1708.70
60,off,6,0.141002,0.400,7,401.96
61,off,6,0.144670,0.200,7,1713.54
