ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
147,off,6,0.129194,0.200,7,1711.81
148,off,6,0.145750,0.200,7,389.58
149,off,6,0.138421,0.200,7,1714.18
150,off,6,0.147528,0.200,7,392.55
151,off,6,0.138794,0.200,7,1713.43
152,off,6,0.159478,0.200,7,388.21
153,off,6,0.137555,0.200,7,1721.60
154,off,6,0.123246,0.400,7,391.43
155,off,6,0.123077,0.400,7,1719.27
156,off,6,0.144880,0.200,7,388.54
157,off,6,0.139410,0.200,7,1712.19
158,off,6,0.135350,0.200,7,391.27
159,off,6,0.136237,0.400,7,1712.73
160,off,6,0.119959,0.400,7,388.55
161,off,6,0.137428,0.200,7,1709.49
162,off,6,0.152677,0.200,7,391.35
163,off,6,0.148639,0.200,7,1712.25
164,off,6,0.135903,0.400,7,389.16
165,off,6,0.138803,0.200,7,1712.15
166,off,6,0.149712,0.400,7,390.28
167,off,6,0.134343,0.200,7,1712.89
168,off,6,0.153686,0.400,7,391.92
169,off,6,0.136293,0.200,7,1709.59
170,off,6,0.133461,0.200,7,391.81
171,off,6,0.129990,0.400,7,1718.94
172,off,6,0.141640,0.400,7,388.97
173,off,6,0.150028,0.000,7,1711.08
174,off,6,0.134278,0.200,7,391.09
175,off,6,0.134031,0.400,7,1711.15
176,off,6,0.145370,0.200,7,388.78
177,off,6,0.131975,0.200,7,1710.53
178,off,6,0.149076,0.200,7,390.51
179,off,6,0.128550,0.200,7,1710.97
180,off,6,0.154632,0.200,7,389.82
181,off,6,0.135541,0.200,7,1711.97
182,off,6,0.138079,0.400,7,391.91
183,off,6,0.140365,0.200,7,1715.04
184,off,6,0.138809,0.200,7,389.32
185,off,6,0.127800,0.200,7,1711.84
186,off,6,0.138514,0.200,7,391.17
187,off,6,0.132686,0.400,7,1713.16
188,off,6,0.125865,0.200,7,388.07
189,off,6,0.142160,0.400,7,1709.90
190,off,6,0.140603,0.200,7,390.55
191,off,6,0.123310,0.000,7,1713.77
192,off,6,0.145359,0.200,7,388.18
193,off,6,0.160775,0.200,7,1706.49
194,off,6,0.139511,0.200,7,388.18
195,off,6,0.142124,0.400,7,1705.34
196,off,6,0.129989,0.400,7,388.38
197,off,6,0.134908,0.200,7,1706.45
198,off,6,0.154575,0.000,7,387.31
199,off,6,0.162746,0.000,7,1705.38
200,off,6,0.135332,0.400,7,385.01
201,off,6,0.168261,0.200,7,1704.11
202,off,6,0.144203,0.200,7,387.16
203,off,6,0.125091,0.200,7,1705.97
204,off,6,0.127407,0.200,7,384.51
205,off,6,0.184897,0.000,7,1704.07
206,off,6,0.137439,0.400,7,387.19
207,off,6,0.125320,0.200,7,1704.73
208,off,6,0.150739,0.200,7,389.04
209,off,6,0.130581,0.400,7,1709.97
210,off,6,0.118425,0.200,7,387.82
211,off,6,0.126978,0.200,7,1719.88
212,off,6,0.145823,0.200,7,393.64
213,off,6,0.115483,0.400,7,1728.72
214,off,6,0.124195,0.400,7,396.95
215,off,6,0.123618,0.400,7,1730.19
216,off,6,0.152280,0.200,7,396.05
217,off,6,0.154310,0.200,7,1730.46
218,off,6,0.131609,0.400,7,400.92
219,off,6,0.158694,0.200,7,1718.26
220,off,6,0.141582,0.200,7,391.34
221,off,6,0.119068,0.400,7,1712.27
222,off,6,0.147642,0.200,7,393.07
223,off,6,0.122183,0.400,7,1710.36
224,off,6,0.143467,0.200,7,389.78
225,off,6,0.161857,0.200,7,1712.37
226,off,6,0.134056,0.400,7,389.32
227,off,6,0.133752,0.400,7,1723.95
228,off,6,0.153513,0.200,7,388.90
229,off,6,0.131258,0.200,7,1702.12
230,off,6,0.137733,0.200,7,384.13
231,off,6,0.128593,0.200,7,1706.91
232,off,6,0.143542,0.400,7,390.70
233,off,6,0.145810,0.200,7,1704.46
234,off,6,0.134759,0.200,7,384.40
235,off,6,0.134689,0.400,7,1706.56
236,off,6,0.127681,0.400,7,387.23
237,off,6,0.129007,0.200,7,1704.45
238,off,6,0.126759,0.200,7,385.23
239,off,6,0.131470,0.200,7,1706.55
240,off,6,0.117878,0.000,7,389.70
241,off,6,0.135888,0.200,7,1711.33
242,off,6,0.143823,0.200,7,386.24
243,off,6,0.123258,0.400,7,1710.23
244,off,6,0.131830,0.200,7,388.80
245,off,6,0.131227,0.200,7,1709.55
246,off,6,0.146003,0.400,7,384.74
247,off,6,0.134504,0.400,7,1713.35
248,off,6,0.122691,0.200,7,389.05
249,off,6,0.132816,0.200,7,1706.18
250,off,6,0.118713,0.400,7,385.27
251,off,6,0.137352,0.400,7,1709.00
252,off,6,0.153561,0.200,7,388.05
253,off,6,0.141317,0.200,7,1705.04
254,off,6,0.143521,0.200,7,387.73
255,off,6,0.124709,0.400,7,1705.91
256,off,6,0.138893,0.200,7,384.80
257,off,6,0.169067,0.200,7,1704.35
258,off,6,0.134503,0.000,7,385.72
259,off,6,0.163205,0.200,7,1708.94
260,off,6,0.135691,0.400,7,387.80
261,off,6,0.161169,0.200,7,1703.85
262,off,6,0.120902,0.200,7,386.63
263,off,6,0.170000,0.000,7,1705.59
264,off,6,0.128992,0.400,7,384.30
265,off,6,0.136676,0.200,7,1706.21
266,off,6,0.146864,0.200,7,406.00
267,off,6,0.126151,0.400,7,1707.70
268,off,6,0.148321,0.000,7,385.02
269,off,6,0.129470,0.200,7,1708.34
270,off,6,0.142808,0.400,7,387.03
271,off,6,0.128572,0.400,7,1708.15
272,off,6,0.149408,0.000,7,385.25
273,off,6,0.141309,0.400,7,1711.67
274,off,6,0.129536,0.200,7,391.56
275,off,6,0.156043,0.000,7,1712.53
276,off,6,0.139175,0.200,7,388.70
277,off,6,0.113490,0.400,3,1709.96
278,off,6,0.140326,0.200,7,390.23
279,off,6,0.148310,0.200,7,1708.67
280,off,6,0.146892,0.200,7,388.51
281,off,6,0.129046,0.200,7,1710.61
282,off,6,0.139321,0.400,7,390.30
283,off,6,0.151980,0.200,7,1708.53
284,off,6,0.130320,0.400,7,388.58
285,off,6,0.140585,0.200,7,1715.29
286,off,6,0.134714,0.200,7,383.89
287,off,6,0.130708,0.400,7,1705.76
288,off,6,0.137601,0.400,7,385.64
289,off,6,0.146135,0.200,7,1707.54
290,off,6,0.134989,0.200,7,383.65
291,off,6,0.146055,0.400,7,1703.46
292,off,6,0.126401,0.400,7,384.96
293,off,6,0.135842,0.200,7,1705.97
294,off,6,0.141381,0.200,7,385.98
295,off,6,0.144529,0.200,7,1704.60
296,off,6,0.147213,0.200,7,383.03
297,off,6,0.149037,0.200,7,1705.79
298,off,6,0.147165,0.400,7,385.77
299,off,6,0.137002,0.400,7,1705.52
