ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
108,fepgate,6,0.114602,0.200,7,1722.25
109,fepgate,6,0.116620,0.400,7,422.46
110,fepgate,6,0.119620,0.200,7,1715.02
111,fepgate,6,0.119041,0.200,7,422.82
112,fepgate,6,0.111825,0.400,3,1712.71
113,fepgate,6,0.117959,0.400,7,421.96
114,fepgate,6,0.115971,0.200,7,1718.23
115,fepgate,6,0.118916,0.400,7,422.30
116,fepgate,6,0.117856,0.200,7,1717.29
117,fepgate,6,0.110960,0.400,7,422.48
118,fepgate,6,0.121326,0.000,7,1714.31
119,fepgate,6,0.114918,0.200,7,422.81
120,fepgate,6,0.113168,0.400,7,1717.14
121,fepgate,6,0.115943,0.400,7,423.46
122,fepgate,6,0.115703,0.200,7,1716.95
123,fepgate,6,0.116492,0.400,7,425.24
124,fepgate,6,0.118777,0.400,7,1728.83
125,fepgate,6,0.114225,0.200,7,423.86
126,fepgate,6,0.121276,0.200,7,1728.63
127,fepgate,6,0.118851,0.200,7,425.08
128,fepgate,6,0.120628,0.400,7,1724.08
129,fepgate,6,0.116516,0.200,7,423.86
130,fepgate,6,0.116441,0.200,7,1723.16
131,fepgate,6,0.111474,0.400,3,425.76
132,fepgate,6,0.117185,0.400,7,1724.72
133,fepgate,6,0.115212,0.200,7,423.72
134,fepgate,6,0.115785,0.200,7,1725.45
135,fepgate,6,0.115644,0.400,7,425.69
136,fepgate,6,0.117260,0.200,7,1722.90
137,fepgate,6,0.118943,0.200,7,423.41
138,fepgate,6,0.119123,0.000,7,1723.70
139,fepgate,6,0.118929,0.400,7,425.33
140,fepgate,6,0.118126,0.400,7,1722.02
141,fepgate,6,0.115069,0.200,7,423.63
142,fepgate,6,0.118772,0.200,7,1724.20
143,fepgate,6,0.114352,0.600,7,445.15
144,fepgate,6,0.119386,0.200,7,1724.09
145,fepgate,6,0.116927,0.400,7,424.04
146,fepgate,6,0.117427,0.200,7,1720.43
147,fepgate,6,0.119320,0.200,7,425.37
148,fepgate,6,0.116178,0.400,7,1720.47
149,fepgate,6,0.116320,0.400,7,423.90
150,fepgate,6,0.116725,0.200,7,1718.16
151,fepgate,6,0.110482,0.200,7,424.95
152,fepgate,6,0.111046,0.400,7,1717.52
153,fepgate,6,0.112685,0.200,7,424.11
154,fepgate,6,0.119041,0.200,7,1719.46
155,fepgate,6,0.117625,0.200,7,422.98
156,fepgate,6,0.111947,0.400,7,1717.07
157,fepgate,6,0.117950,0.200,7,423.50
158,fepgate,6,0.114486,0.400,7,1712.76
159,fepgate,6,0.116637,0.200,7,421.70
160,fepgate,6,0.117258,0.400,7,1717.39
161,fepgate,6,0.117199,0.200,7,423.49
162,fepgate,6,0.117961,0.400,7,1726.82
163,fepgate,6,0.113884,0.400,7,426.00
164,fepgate,6,0.119668,0.200,7,1730.71
165,fepgate,6,0.116139,0.400,7,430.91
166,fepgate,6,0.118397,0.400,7,1732.41
167,fepgate,6,0.118893,0.200,7,428.27
168,fepgate,6,0.116854,0.600,7,1738.88
169,fepgate,6,0.115068,0.200,7,428.73
170,fepgate,6,0.113886,0.400,7,1749.38
171,fepgate,6,0.116952,0.200,7,444.33
172,fepgate,6,0.115633,0.200,7,1726.47
173,fepgate,6,0.113903,0.400,7,423.44
174,fepgate,6,0.117401,0.200,7,1723.63
175,fepgate,6,0.118433,0.400,7,424.38
176,fepgate,6,0.118939,0.200,7,1740.57
177,fepgate,6,0.113213,0.200,7,422.05
178,fepgate,6,0.116215,0.200,7,1723.98
179,fepgate,6,0.119382,0.400,7,424.32
180,fepgate,6,0.117846,0.400,7,1727.75
181,fepgate,6,0.116174,0.200,7,422.56
182,fepgate,6,0.114495,0.400,7,1727.53
183,fepgate,6,0.116042,0.400,7,424.57
184,fepgate,6,0.111414,0.600,7,1727.02
185,fepgate,6,0.118812,0.400,7,422.59
186,fepgate,6,0.114890,0.200,7,1725.84
187,fepgate,6,0.119917,0.200,7,424.34
188,fepgate,6,0.117321,0.400,7,1723.66
189,fepgate,6,0.119503,0.200,7,422.10
190,fepgate,6,0.117881,0.400,7,1722.72
191,fepgate,6,0.113993,0.200,7,424.09
192,fepgate,6,0.120889,0.200,7,1722.64
193,fepgate,6,0.116910,0.400,7,422.16
194,fepgate,6,0.116590,0.400,7,1724.40
195,fepgate,6,0.121046,0.200,7,424.41
196,fepgate,6,0.116342,0.200,7,1730.90
197,fepgate,6,0.114420,0.400,7,422.54
198,fepgate,6,0.112065,0.400,7,1723.83
199,fepgate,6,0.119775,0.400,7,423.56
200,fepgate,6,0.119674,0.600,7,1724.09
201,fepgate,6,0.117268,0.200,7,422.02
202,fepgate,6,0.116387,0.400,7,1722.87
203,fepgate,6,0.120386,0.200,7,424.40
204,fepgate,6,0.116427,0.200,7,1713.59
205,fepgate,6,0.117477,0.200,7,422.76
206,fepgate,6,0.120928,0.200,7,1741.15
207,fepgate,6,0.113904,0.400,7,433.36
208,fepgate,6,0.120309,0.400,7,1736.63
209,fepgate,6,0.119377,0.400,7,423.32
210,fepgate,6,0.108753,0.400,3,1725.84
211,fepgate,6,0.118178,0.200,7,423.05
212,fepgate,6,0.112924,0.400,7,1726.97
213,fepgate,6,0.119050,0.200,7,422.13
214,fepgate,6,0.114588,0.200,7,1732.39
215,fepgate,6,0.116548,0.400,7,423.16
216,fepgate,6,0.119675,0.400,7,1722.93
217,fepgate,6,0.119151,0.200,7,422.99
218,fepgate,6,0.117395,0.600,7,1724.30
219,fepgate,6,0.118419,0.200,7,424.80
220,fepgate,6,0.115707,0.200,7,1722.74
221,fepgate,6,0.115826,0.400,7,422.63
222,fepgate,6,0.116755,0.400,7,1723.18
223,fepgate,6,0.115933,0.200,7,422.88
224,fepgate,6,0.118439,0.200,7,1723.93
225,fepgate,6,0.118850,0.400,7,422.08
226,fepgate,6,0.117216,0.200,7,1724.48
227,fepgate,6,0.114800,0.200,7,421.32
228,fepgate,6,0.120008,0.400,7,1725.73
229,fepgate,6,0.117356,0.200,7,427.00
230,fepgate,6,0.117761,0.200,7,1723.80
231,fepgate,6,0.115544,0.200,7,421.81
232,fepgate,6,0.118905,0.400,7,1729.75
233,fepgate,6,0.119007,0.400,7,427.84
234,fepgate,6,0.112583,0.200,7,1723.59
235,fepgate,6,0.121673,0.200,7,421.98
236,fepgate,6,0.120745,0.400,7,1723.75
237,fepgate,6,0.115976,0.600,7,421.76
238,fepgate,6,0.118969,0.400,7,1725.61
239,fepgate,6,0.116992,0.000,7,420.81
240,fepgate,6,0.120721,0.400,7,1721.26
241,fepgate,6,0.119716,0.600,7,421.52
242,fepgate,6,0.120646,0.400,7,1723.05
243,fepgate,6,0.118141,0.400,7,420.89
244,fepgate,6,0.115493,0.200,7,1723.03
245,fepgate,6,0.114142,0.200,7,423.06
246,fepgate,6,0.117187,0.000,7,1722.03
247,fepgate,6,0.117644,0.400,7,424.45
248,fepgate,6,0.116964,0.400,7,1822.77
249,fepgate,6,0.113711,0.400,7,427.68
250,fepgate,6,0.115584,0.200,7,1739.81
251,fepgate,6,0.120908,0.200,7,428.95
252,fepgate,6,0.115681,0.200,7,1740.17
253,fepgate,6,0.115126,0.600,7,427.46
254,fepgate,6,0.120149,0.200,7,1732.15
255,fepgate,6,0.119177,0.400,7,428.15
256,fepgate,6,0.116945,0.200,7,1724.30
257,fepgate,6,0.112481,0.400,7,424.02
258,fepgate,6,0.120292,0.200,7,1720.13
259,fepgate,6,0.117305,0.600,7,422.99
260,fepgate,6,0.121297,0.200,7,1716.57
261,fepgate,6,0.120388,0.400,7,425.09
262,fepgate,6,0.115631,0.400,7,1720.97
263,fepgate,6,0.117599,0.400,7,424.74
264,fepgate,6,0.113933,0.200,7,1722.90
265,fepgate,6,0.118672,0.200,7,428.27
266,fepgate,6,0.113857,0.200,7,1729.55
267,fepgate,6,0.115764,0.400,7,423.25
268,fepgate,6,0.116341,0.400,7,1729.56
269,fepgate,6,0.115023,0.400,7,425.44
270,fepgate,6,0.117866,0.200,7,1736.41
271,fepgate,6,0.115273,0.400,7,426.47
272,fepgate,6,0.116893,0.400,7,1729.79
273,fepgate,6,0.119585,0.200,7,429.97
274,fepgate,6,0.115256,0.400,7,1728.05
275,fepgate,6,0.116907,0.200,7,429.15
276,fepgate,6,0.117192,0.200,7,1729.58
277,fepgate,6,0.117541,0.400,7,429.28
278,fepgate,6,0.121459,0.200,7,1727.83
279,fepgate,6,0.117101,0.400,7,427.14
280,fepgate,6,0.118299,0.200,7,1727.97
281,fepgate,6,0.118066,0.200,7,429.55
282,fepgate,6,0.117335,0.200,7,1728.77
283,fepgate,6,0.120627,0.400,7,425.83
284,fepgate,6,0.117056,0.400,7,1726.97
285,fepgate,6,0.116914,0.000,7,428.59
286,fepgate,6,0.119710,0.400,7,1725.27
287,fepgate,6,0.110820,0.200,7,425.78
288,fepgate,6,0.117127,0.400,7,1733.10
289,fepgate,6,0.114669,0.200,7,427.71
290,fepgate,6,0.114608,0.200,7,1729.19
291,fepgate,6,0.116635,0.400,7,425.32
292,fepgate,6,0.113843,0.200,7,1725.97
293,fepgate,6,0.119177,0.400,7,429.28
294,fepgate,6,0.114582,0.400,7,1725.88
295,fepgate,6,0.117197,0.200,7,427.03
296,fepgate,6,0.114408,0.400,7,1726.82
297,fepgate,6,0.120884,0.200,7,428.00
298,fepgate,6,0.118411,0.200,7,1724.26
299,fepgate,6,0.119342,0.200,7,426.41
