ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
0,fepgate,6,0.113940,0.200,7,1738.46
1,fepgate,6,0.111588,0.200,7,433.39
2,fepgate,6,0.117132,0.400,7,1738.42
3,fepgate,6,0.117894,0.400,7,416.51
4,fepgate,6,0.117396,0.400,7,1739.88
5,fepgate,6,0.115145,0.400,7,417.35
6,fepgate,6,0.117418,0.400,7,1734.38
7,fepgate,6,0.116992,0.200,7,416.88
8,fepgate,6,0.117035,0.200,7,1744.03
9,fepgate,6,0.108851,0.200,7,418.68
10,fepgate,6,0.117193,0.200,7,1736.33
11,fepgate,6,0.120550,0.400,7,417.28
12,fepgate,6,0.120751,0.200,7,1738.78
13,fepgate,6,0.111526,0.400,2,417.48
14,fepgate,6,0.119762,0.400,7,1735.80
15,fepgate,6,0.115688,0.400,7,416.77
16,fepgate,6,0.116458,0.200,7,1736.30
17,fepgate,6,0.119158,0.400,7,416.95
18,fepgate,6,0.115895,0.200,7,1735.08
19,fepgate,6,0.115571,0.200,7,417.18
20,fepgate,6,0.117163,0.200,7,1737.53
21,fepgate,6,0.115087,0.200,7,420.04
22,fepgate,6,0.113089,0.200,7,1737.09
23,fepgate,6,0.119362,0.400,7,417.74
24,fepgate,6,0.115843,0.200,7,1736.13
25,fepgate,6,0.119409,0.200,7,417.43
26,fepgate,6,0.116525,0.400,7,1742.44
27,fepgate,6,0.116476,0.200,7,422.21
28,fepgate,6,0.117851,0.200,7,1744.07
29,fepgate,6,0.120218,0.200,7,422.40
30,fepgate,6,0.115869,0.200,7,1742.87
31,fepgate,6,0.115232,0.200,7,420.16
32,fepgate,6,0.119040,0.200,7,1742.83
33,fepgate,6,0.120189,0.200,7,422.31
34,fepgate,6,0.117472,0.400,7,1741.71
35,fepgate,6,0.112502,0.200,2,422.40
36,fepgate,6,0.112166,0.200,7,1741.66
37,fepgate,6,0.116943,0.200,7,421.78
38,fepgate,6,0.116246,0.400,7,1742.40
39,fepgate,6,0.120646,0.200,7,420.98
40,fepgate,6,0.112404,0.000,7,1741.77
41,fepgate,6,0.117833,0.400,7,423.34
42,fepgate,6,0.117081,0.400,7,1741.34
43,fepgate,6,0.117541,0.400,7,421.23
44,fepgate,6,0.121076,0.200,7,1743.75
45,fepgate,6,0.117287,0.200,7,442.08
46,fepgate,6,0.115522,0.200,7,1743.76
47,fepgate,6,0.118602,0.200,7,420.73
48,fepgate,6,0.117014,0.400,7,1741.65
49,fepgate,6,0.110890,0.200,7,425.06
