ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
0,fepgate,6,0.117884,0.400,7,1742.05
1,fepgate,6,0.118424,0.200,7,434.42
2,fepgate,6,0.115730,0.200,7,1740.50
3,fepgate,6,0.112784,0.400,7,417.09
4,fepgate,6,0.110754,0.200,7,1738.23
5,fepgate,6,0.119204,0.400,7,417.50
6,fepgate,6,0.117504,0.200,7,1752.29
7,fepgate,6,0.114782,0.400,7,436.03
8,fepgate,6,0.117437,0.400,7,1740.41
9,fepgate,6,0.117396,0.200,7,416.09
10,fepgate,6,0.118329,0.400,7,1746.07
11,fepgate,6,0.120117,0.200,7,416.52
12,fepgate,6,0.118565,0.400,7,1744.11
13,fepgate,6,0.112015,0.200,2,416.30
14,fepgate,6,0.116704,0.400,7,1743.27
15,fepgate,6,0.114539,0.200,7,415.78
16,fepgate,6,0.118794,0.200,7,1743.18
17,fepgate,6,0.117719,0.200,7,416.63
18,fepgate,6,0.111841,0.400,7,1742.36
19,fepgate,6,0.118182,0.400,7,416.03
20,fepgate,6,0.118779,0.200,7,1743.19
21,fepgate,6,0.120720,0.200,7,415.83
22,fepgate,6,0.115839,0.200,7,1745.72
23,fepgate,6,0.115357,0.400,7,415.78
24,fepgate,6,0.114906,0.200,7,1744.54
25,fepgate,6,0.118954,0.200,7,416.53
26,fepgate,6,0.118555,0.200,7,1749.91
27,fepgate,6,0.112449,0.400,7,415.60
28,fepgate,6,0.117239,0.200,7,1744.52
29,fepgate,6,0.116877,0.200,7,416.25
30,fepgate,6,0.119818,0.400,7,1748.53
31,fepgate,6,0.117771,0.200,7,414.99
32,fepgate,6,0.119285,0.200,7,1743.18
33,fepgate,6,0.112091,0.400,7,417.06
34,fepgate,6,0.114559,0.200,7,1746.44
35,fepgate,6,0.120828,0.000,7,416.01
36,fepgate,6,0.119287,0.200,7,1744.49
37,fepgate,6,0.118321,0.400,7,417.46
38,fepgate,6,0.112759,0.400,7,1746.23
39,fepgate,6,0.117930,0.200,7,419.01
40,fepgate,6,0.116124,0.600,7,1743.34
41,fepgate,6,0.117204,0.200,7,415.76
42,fepgate,6,0.116800,0.200,7,1744.74
43,fepgate,6,0.119421,0.200,7,417.75
44,fepgate,6,0.117158,0.200,7,1750.69
45,fepgate,6,0.122597,0.200,7,415.92
46,fepgate,6,0.114280,0.200,7,1744.35
47,fepgate,6,0.118531,0.200,7,415.55
48,fepgate,6,0.117037,0.200,7,1746.09
49,fepgate,6,0.112483,0.200,7,416.99
50,fepgate,6,0.121772,0.200,7,1743.97
51,fepgate,6,0.116977,0.200,7,415.52
52,fepgate,6,0.116363,0.400,7,1741.91
53,fepgate,6,0.119615,0.400,7,421.96
54,fepgate,6,0.116210,0.200,7,1732.03
55,fepgate,6,0.115303,0.400,7,417.96
56,fepgate,6,0.115847,0.200,7,1732.48
57,fepgate,6,0.118125,0.400,7,421.61
58,fepgate,6,0.121331,0.200,7,1734.94
59,fepgate,6,0.116048,0.200,7,419.42
60,fepgate,6,0.118377,0.400,7,1735.76
61,fepgate,6,0.112458,0.200,7,422.47
62,fepgate,6,0.118443,0.200,7,1737.32
63,fepgate,6,0.120875,0.000,7,439.68
64,fepgate,6,0.118247,0.400,7,1744.43
65,fepgate,6,0.116710,0.400,7,418.81
66,fepgate,6,0.119492,0.400,7,1751.78
67,fepgate,6,0.116951,0.200,7,418.67
68,fepgate,6,0.118423,0.400,7,1742.83
69,fepgate,6,0.115313,0.400,7,418.96
70,fepgate,6,0.118170,0.400,7,1741.45
71,fepgate,6,0.110626,0.200,2,420.56
72,fepgate,6,0.110890,0.400,7,1742.82
73,fepgate,6,0.118950,0.200,7,418.63
74,fepgate,6,0.120277,0.200,7,1744.02
75,fepgate,6,0.113933,0.200,7,417.32
76,fepgate,6,0.120768,0.400,7,1742.66
77,fepgate,6,0.117503,0.400,7,419.28
78,fepgate,6,0.120438,0.400,7,1742.40
79,fepgate,6,0.117739,0.200,7,417.17
80,fepgate,6,0.119242,0.400,7,1743.58
81,fepgate,6,0.115461,0.200,7,418.21
82,fepgate,6,0.114266,0.400,7,1749.93
83,fepgate,6,0.120393,0.400,7,417.22
84,fepgate,6,0.120574,0.400,7,1741.70
85,fepgate,6,0.116601,0.400,7,419.49
86,fepgate,6,0.118728,0.000,7,1746.19
87,fepgate,6,0.120152,0.600,7,417.15
88,fepgate,6,0.118915,0.400,7,1743.26
89,fepgate,6,0.117139,0.400,7,417.11
90,fepgate,6,0.116271,0.400,7,1750.12
91,fepgate,6,0.121672,0.200,7,418.52
92,fepgate,6,0.113246,0.600,7,1748.58
93,fepgate,6,0.114082,0.200,7,418.96
94,fepgate,6,0.119618,0.000,7,1749.03
95,fepgate,6,0.117581,0.200,7,418.54
96,fepgate,6,0.113414,0.400,7,1744.45
97,fepgate,6,0.115887,0.200,7,417.83
98,fepgate,6,0.117554,0.400,7,1744.21
99,fepgate,6,0.119496,0.400,7,418.28
100,fepgate,6,0.117501,0.200,7,1743.54
101,fepgate,6,0.120049,0.400,7,417.24
102,fepgate,6,0.118672,0.400,7,1737.59
103,fepgate,6,0.117909,0.400,7,415.15
104,fepgate,6,0.116470,0.400,7,1743.15
105,fepgate,6,0.117830,0.200,7,416.65
106,fepgate,6,0.114280,0.200,7,1741.61
107,fepgate,6,0.114324,0.200,7,415.10
108,fepgate,6,0.118849,0.400,7,1742.81
109,fepgate,6,0.118594,0.200,7,416.36
110,fepgate,6,0.112966,0.200,7,1742.06
111,fepgate,6,0.115809,0.200,7,415.20
112,fepgate,6,0.114714,0.200,7,1742.28
113,fepgate,6,0.110803,0.400,7,424.21
114,fepgate,6,0.112210,0.200,7,1743.01
115,fepgate,6,0.119868,0.000,7,414.90
116,fepgate,6,0.113071,0.200,7,1742.39
117,fepgate,6,0.116389,0.400,7,420.06
118,fepgate,6,0.112865,0.400,7,1748.24
119,fepgate,6,0.117115,0.200,7,414.41
120,fepgate,6,0.115009,0.400,7,1742.72
121,fepgate,6,0.115256,0.200,7,418.01
122,fepgate,6,0.116998,0.400,7,1747.27
123,fepgate,6,0.122324,0.200,7,415.92
124,fepgate,6,0.119271,0.400,7,1745.98
125,fepgate,6,0.116327,0.200,7,418.42
126,fepgate,6,0.112359,0.400,7,1743.85
127,fepgate,6,0.116881,0.400,7,415.78
128,fepgate,6,0.115917,0.400,7,1741.49
129,fepgate,6,0.114027,0.200,7,415.58
130,fepgate,6,0.119982,0.200,7,1742.66
131,fepgate,6,0.113947,0.200,7,417.43
132,fepgate,6,0.121575,0.400,7,1757.86
133,fepgate,6,0.119187,0.200,7,424.32
134,fepgate,6,0.118853,0.200,7,1752.80
135,fepgate,6,0.119126,0.000,7,426.78
136,fepgate,6,0.119590,0.400,7,1753.85
137,fepgate,6,0.118271,0.600,7,442.83
138,fepgate,6,0.118672,0.200,7,1745.92
139,fepgate,6,0.117259,0.400,7,420.22
140,fepgate,6,0.117447,0.200,7,1737.15
141,fepgate,6,0.120193,0.200,7,418.13
142,fepgate,6,0.113728,0.200,7,1734.99
143,fepgate,6,0.119362,0.200,7,420.04
144,fepgate,6,0.115930,0.200,7,1736.10
145,fepgate,6,0.117240,0.200,7,420.60
146,fepgate,6,0.117165,0.200,7,1734.70
147,fepgate,6,0.118138,0.200,7,420.53
148,fepgate,6,0.117892,0.200,7,1734.54
149,fepgate,6,0.118012,0.400,7,417.83
150,fepgate,6,0.118150,0.200,7,1739.88
151,fepgate,6,0.119042,0.200,7,421.23
152,fepgate,6,0.112947,0.400,7,1736.28
153,fepgate,6,0.114081,0.000,7,418.54
154,fepgate,6,0.112660,0.400,7,1737.10
155,fepgate,6,0.112618,0.600,7,420.44
156,fepgate,6,0.115202,0.400,7,1746.27
157,fepgate,6,0.118434,0.400,7,416.91
158,fepgate,6,0.113774,0.200,7,1741.97
159,fepgate,6,0.118829,0.200,7,417.77
160,fepgate,6,0.118853,0.200,7,1741.88
161,fepgate,6,0.117609,0.200,7,416.67
162,fepgate,6,0.117417,0.200,7,1741.25
163,fepgate,6,0.120620,0.000,7,417.60
164,fepgate,6,0.117164,0.200,7,1740.93
165,fepgate,6,0.120640,0.200,7,416.43
166,fepgate,6,0.117903,0.200,7,1741.54
167,fepgate,6,0.115057,0.400,7,418.69
168,fepgate,6,0.113349,0.600,7,1742.88
169,fepgate,6,0.116709,0.200,7,417.59
170,fepgate,6,0.115845,0.400,7,1739.45
171,fepgate,6,0.113884,0.400,7,417.94
172,fepgate,6,0.117467,0.200,7,1741.02
173,fepgate,6,0.114771,0.200,7,415.67
174,fepgate,6,0.116586,0.000,7,1747.89
175,fepgate,6,0.120332,0.200,7,416.88
176,fepgate,6,0.118965,0.200,7,1742.22
177,fepgate,6,0.113301,0.200,7,415.32
178,fepgate,6,0.116670,0.200,7,1745.27
179,fepgate,6,0.117279,0.200,7,416.86
180,fepgate,6,0.115210,0.400,7,1743.39
181,fepgate,6,0.120028,0.600,7,416.59
182,fepgate,6,0.111735,0.200,7,1744.47
183,fepgate,6,0.117334,0.200,7,418.20
184,fepgate,6,0.116694,0.400,7,1743.43
185,fepgate,6,0.114376,0.400,7,418.19
186,fepgate,6,0.118751,0.400,7,1743.08
187,fepgate,6,0.115456,0.400,7,421.90
188,fepgate,6,0.117574,0.200,7,1743.59
189,fepgate,6,0.119497,0.400,7,416.37
190,fepgate,6,0.114847,0.400,7,1743.17
191,fepgate,6,0.114416,0.200,7,422.32
192,fepgate,6,0.118324,0.400,7,1742.22
193,fepgate,6,0.117878,0.400,7,436.49
194,fepgate,6,0.112632,0.200,7,1742.79
195,fepgate,6,0.117209,0.200,7,417.16
196,fepgate,6,0.118164,0.400,7,1746.31
197,fepgate,6,0.113083,0.400,7,416.38
198,fepgate,6,0.114023,0.400,7,1741.93
199,fepgate,6,0.120345,0.400,7,418.15
200,fepgate,6,0.115450,0.400,7,1741.58
201,fepgate,6,0.116057,0.400,7,416.77
202,fepgate,6,0.118120,0.200,7,1741.70
203,fepgate,6,0.115434,0.200,7,417.00
204,fepgate,6,0.114524,0.400,7,1741.01
205,fepgate,6,0.108081,0.400,7,417.75
206,fepgate,6,0.111333,0.200,2,1744.08
207,fepgate,6,0.116775,0.200,7,417.22
208,fepgate,6,0.114641,0.200,7,1740.98
209,fepgate,6,0.112479,0.200,7,416.46
210,fepgate,6,0.114623,0.400,7,1744.28
211,fepgate,6,0.113801,0.200,7,419.10
212,fepgate,6,0.117826,0.400,7,1752.22
213,fepgate,6,0.117530,0.200,7,416.37
214,fepgate,6,0.121536,0.200,7,1744.22
215,fepgate,6,0.115887,0.200,7,420.89
216,fepgate,6,0.117732,0.400,7,1743.50
217,fepgate,6,0.115442,0.400,7,416.66
218,fepgate,6,0.116715,0.200,7,1741.34
219,fepgate,6,0.119867,0.200,7,418.61
220,fepgate,6,0.117955,0.200,7,1740.61
221,fepgate,6,0.116986,0.200,7,416.50
222,fepgate,6,0.120471,0.200,7,1738.61
223,fepgate,6,0.117115,0.400,7,416.86
224,fepgate,6,0.120196,0.200,7,1746.74
225,fepgate,6,0.117558,0.200,7,415.88
226,fepgate,6,0.115995,0.400,7,1738.65
227,fepgate,6,0.119791,0.400,7,419.29
228,fepgate,6,0.114828,0.200,7,1732.07
229,fepgate,6,0.112386,0.400,7,418.06
230,fepgate,6,0.115886,0.200,7,1738.14
231,fepgate,6,0.114438,0.400,7,417.11
232,fepgate,6,0.115868,0.400,7,1732.65
233,fepgate,6,0.116330,0.200,7,419.50
234,fepgate,6,0.116929,0.200,7,1733.03
235,fepgate,6,0.115604,0.200,7,417.00
236,fepgate,6,0.114415,0.400,7,1730.38
237,fepgate,6,0.112534,0.400,7,418.20
238,fepgate,6,0.120491,0.200,7,1733.46
239,fepgate,6,0.116665,0.200,7,417.24
240,fepgate,6,0.113867,0.400,7,1734.14
241,fepgate,6,0.117072,0.200,7,419.32
242,fepgate,6,0.119652,0.400,7,1736.63
243,fepgate,6,0.116409,0.400,7,418.02
244,fepgate,6,0.119713,0.400,7,1741.63
245,fepgate,6,0.119697,0.200,7,416.13
246,fepgate,6,0.118384,0.400,7,1742.39
247,fepgate,6,0.114663,0.400,7,417.16
248,fepgate,6,0.115900,0.200,7,1748.75
249,fepgate,6,0.111608,0.400,7,414.52
250,fepgate,6,0.120079,0.200,7,1740.63
251,fepgate,6,0.120064,0.200,7,415.91
252,fepgate,6,0.116619,0.400,7,1743.11
253,fepgate,6,0.118300,0.200,7,414.61
254,fepgate,6,0.119873,0.200,7,1742.55
255,fepgate,6,0.117668,0.000,7,416.38
256,fepgate,6,0.117054,0.400,7,1742.37
257,fepgate,6,0.112559,0.600,7,415.07
258,fepgate,6,0.115568,0.400,7,1740.67
259,fepgate,6,0.117422,0.200,7,416.96
260,fepgate,6,0.119075,0.200,7,1739.85
261,fepgate,6,0.119651,0.200,7,415.41
262,fepgate,6,0.119452,0.200,7,1741.94
263,fepgate,6,0.120132,0.400,7,415.19
264,fepgate,6,0.120758,0.400,7,1739.39
265,fepgate,6,0.117465,0.400,7,414.84
266,fepgate,6,0.115315,0.200,7,1756.30
267,fepgate,6,0.116132,0.400,7,417.38
268,fepgate,6,0.110583,0.200,7,1752.51
269,fepgate,6,0.109573,0.200,7,416.33
270,fepgate,6,0.119122,0.400,7,1761.30
271,fepgate,6,0.113894,0.400,7,422.99
272,fepgate,6,0.118240,0.400,7,1757.00
273,fepgate,6,0.113556,0.400,7,423.91
274,fepgate,6,0.115168,0.200,7,1756.96
275,fepgate,6,0.112619,0.400,7,428.05
276,fepgate,6,0.120523,0.200,7,1769.00
277,fepgate,6,0.115348,0.600,7,417.89
278,fepgate,6,0.112692,0.200,7,1744.59
279,fepgate,6,0.116981,0.200,7,417.06
280,fepgate,6,0.117465,0.200,7,1742.82
281,fepgate,6,0.117501,0.200,7,415.80
282,fepgate,6,0.119322,0.000,7,1733.32
283,fepgate,6,0.113108,0.400,7,420.41
284,fepgate,6,0.115720,0.200,7,1747.35
285,fepgate,6,0.117282,0.600,7,436.76
286,fepgate,6,0.117877,0.400,7,1739.11
287,fepgate,6,0.115792,0.200,7,414.91
288,fepgate,6,0.120989,0.200,7,1737.83
289,fepgate,6,0.112747,0.400,7,418.65
290,fepgate,6,0.119150,0.200,7,1738.04
291,fepgate,6,0.120687,0.200,7,414.96
292,fepgate,6,0.121100,0.400,7,1741.05
293,fepgate,6,0.119910,0.200,7,418.23
294,fepgate,6,0.119392,0.000,7,1740.07
295,fepgate,6,0.118015,0.400,7,415.59
296,fepgate,6,0.111428,0.200,7,1741.81
297,fepgate,6,0.119078,0.400,7,416.65
298,fepgate,6,0.115231,0.400,7,1741.36
299,fepgate,6,0.109241,0.200,2,419.77
