Mode,FinalErr_mean,FinalErr_std,Monotonicity_mean,Monotonicity_std,Latency_ms_mean,Latency_ms_std,Wh_per_ep
OFF,0.1929948925971985,0.009710505604743958,0.12000001221895218,0.0979795902967453,2281.666748046875,209.9499053955078,0.05837165931294426
FEP,0.10928446799516678,0.026601318269968033,0.4300000071525574,0.20469491183757782,1126.425048828125,6.842048168182373,0.028744469753441537
