ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
0,fepgate,6,0.098702,0.400,7,1731.64
1,fepgate,6,0.102634,0.600,7,431.20
2,fepgate,6,0.100542,0.600,7,1752.94
3,fepgate,6,0.102095,0.200,7,434.93
4,fepgate,6,0.102582,0.200,7,1755.11
5,fepgate,6,0.103575,0.600,7,432.12
6,fepgate,6,0.100153,0.400,7,1752.66
7,fepgate,6,0.100406,0.200,7,436.39
8,fepgate,6,0.104681,0.400,7,1750.54
9,fepgate,6,0.102217,0.400,7,432.44
10,fepgate,6,0.101774,0.400,7,1748.79
11,fepgate,6,0.101444,0.600,7,435.43
12,fepgate,6,0.104457,0.400,7,1753.22
13,fepgate,6,0.103509,0.200,7,452.46
14,fepgate,6,0.101340,0.600,7,1752.31
15,fepgate,6,0.105730,0.200,7,439.88
16,fepgate,6,0.101131,0.400,7,1736.43
17,fepgate,6,0.101540,0.200,7,436.37
18,fepgate,6,0.102718,0.400,7,1736.69
19,fepgate,6,0.104908,0.400,7,433.79
20,fepgate,6,0.099629,0.200,7,1752.75
21,fepgate,6,0.103573,0.400,7,441.05
22,fepgate,6,0.106508,0.400,7,1758.58
23,fepgate,6,0.104642,0.400,7,439.59
24,fepgate,6,0.103802,0.400,7,1757.43
25,fepgate,6,0.105775,0.200,7,442.83
26,fepgate,6,0.102595,0.400,7,1757.21
27,fepgate,6,0.102940,0.400,7,439.40
28,fepgate,6,0.105095,0.600,7,1754.38
29,fepgate,6,0.101329,0.200,7,441.72
30,fepgate,6,0.100455,0.400,7,1753.89
31,fepgate,6,0.099993,0.400,7,437.79
32,fepgate,6,0.100827,0.400,7,1764.47
33,fepgate,6,0.102527,0.400,7,438.91
34,fepgate,6,0.104662,0.400,7,1752.99
35,fepgate,6,0.100531,0.400,7,436.99
36,fepgate,6,0.106194,0.600,7,1753.20
37,fepgate,6,0.103581,0.200,7,438.35
38,fepgate,6,0.102916,0.400,7,1751.75
39,fepgate,6,0.103810,0.600,7,440.10
40,fepgate,6,0.108014,0.400,7,1739.24
41,fepgate,6,0.103896,0.400,7,433.38
42,fepgate,6,0.104079,0.200,7,1736.28
43,fepgate,6,0.100535,0.400,7,433.91
44,fepgate,6,0.107574,0.400,7,1739.39
45,fepgate,6,0.105144,0.600,7,434.03
46,fepgate,6,0.103369,0.600,7,1737.68
47,fepgate,6,0.105073,0.400,7,433.38
48,fepgate,6,0.104985,0.200,7,1736.21
49,fepgate,6,0.105313,0.200,7,436.16
50,fepgate,6,0.104929,0.200,7,1744.69
51,fepgate,6,0.098500,0.400,7,433.64
52,fepgate,6,0.100694,0.200,7,1736.73
53,fepgate,6,0.108768,0.400,7,432.74
54,fepgate,6,0.102282,0.400,7,1738.65
55,fepgate,6,0.106232,0.400,7,433.20
56,fepgate,6,0.103331,0.400,7,1735.68
57,fepgate,6,0.106044,0.200,7,432.38
58,fepgate,6,0.103378,0.200,7,1737.82
59,fepgate,6,0.101455,0.200,7,432.43
60,fepgate,6,0.101822,0.400,7,1735.37
61,fepgate,6,0.105094,0.000,7,435.96
62,fepgate,6,0.103977,0.200,7,1734.21
63,fepgate,6,0.108238,0.200,7,432.24
64,fepgate,6,0.106513,0.400,7,1735.94
65,fepgate,6,0.102643,0.400,7,432.93
66,fepgate,6,0.103849,0.400,7,1737.48
67,fepgate,6,0.105384,0.400,7,432.48
68,fepgate,6,0.102946,0.200,7,1752.62
69,fepgate,6,0.101919,0.200,7,432.92
70,fepgate,6,0.104490,0.200,7,1755.16
71,fepgate,6,0.105439,0.400,7,434.91
72,fepgate,6,0.104742,0.400,7,1754.35
73,fepgate,6,0.102974,0.400,7,432.23
74,fepgate,6,0.104269,0.200,7,1738.12
75,fepgate,6,0.105226,0.400,7,432.21
76,fepgate,6,0.104954,0.400,7,1737.69
77,fepgate,6,0.106506,0.400,7,433.16
78,fepgate,6,0.101715,0.400,7,1738.68
79,fepgate,6,0.100249,0.400,7,432.63
80,fepgate,6,0.101355,0.400,7,1737.96
81,fepgate,6,0.106260,0.200,7,433.65
82,fepgate,6,0.099838,0.400,7,1738.04
83,fepgate,6,0.104038,0.200,7,432.59
