ep,mode,steps,final_err_m,monotonicity,steps_to_tol,avg_latency_ms
67,fepgate,6,0.129906,0.200,7,430.70
68,fepgate,6,0.127573,0.200,7,1757.29
69,fepgate,6,0.133567,0.200,7,428.96
70,fepgate,6,0.128536,0.400,7,1756.06
71,fepgate,6,0.121459,0.200,7,428.59
72,fepgate,6,0.133632,0.200,7,1758.59
73,fepgate,6,0.131853,0.200,7,431.40
74,fepgate,6,0.132509,0.200,7,1757.14
75,fepgate,6,0.125431,0.400,7,428.11
76,fepgate,6,0.121331,0.400,7,1757.32
77,fepgate,6,0.130599,0.200,7,431.89
78,fepgate,6,0.131631,0.200,7,1756.34
79,fepgate,6,0.132214,0.200,7,428.42
80,fepgate,6,0.120675,0.200,7,1754.47
81,fepgate,6,0.125128,0.400,3,429.47
82,fepgate,6,0.124762,0.200,7,1751.85
83,fepgate,6,0.133801,0.200,7,428.20
84,fepgate,6,0.130826,0.200,7,1752.40
85,fepgate,6,0.127149,0.400,7,432.18
86,fepgate,6,0.133294,0.200,7,1752.13
87,fepgate,6,0.128662,0.200,7,428.49
88,fepgate,6,0.130792,0.200,7,1752.86
89,fepgate,6,0.120880,0.200,7,429.77
90,fepgate,6,0.126831,0.400,7,1752.78
91,fepgate,6,0.132435,0.000,7,428.99
92,fepgate,6,0.129710,0.200,7,1761.49
93,fepgate,6,0.130310,0.200,7,430.43
94,fepgate,6,0.132685,0.400,7,1753.94
95,fepgate,6,0.128006,0.200,7,430.45
96,fepgate,6,0.117228,0.400,7,1757.34
97,fepgate,6,0.127487,0.200,7,430.29
98,fepgate,6,0.129937,0.200,7,1752.73
99,fepgate,6,0.126788,0.200,2,428.76
100,fepgate,6,0.117850,0.000,7,1749.06
101,fepgate,6,0.131865,0.200,7,429.92
102,fepgate,6,0.132813,0.200,7,1753.11
103,fepgate,6,0.124530,0.200,7,428.72
104,fepgate,6,0.126541,0.400,7,1754.01
105,fepgate,6,0.131524,0.200,7,430.03
106,fepgate,6,0.117744,0.200,7,1752.38
107,fepgate,6,0.130585,0.200,7,428.42
108,fepgate,6,0.127988,0.400,7,1751.46
109,fepgate,6,0.128301,0.400,7,430.40
110,fepgate,6,0.130415,0.200,7,1757.30
111,fepgate,6,0.129168,0.200,7,428.47
112,fepgate,6,0.125411,0.200,7,1753.75
113,fepgate,6,0.132046,0.200,7,429.87
114,fepgate,6,0.122154,0.400,7,1751.71
115,fepgate,6,0.125142,0.400,7,431.39
116,fepgate,6,0.132731,0.200,7,1751.66
117,fepgate,6,0.132029,0.000,7,429.23
118,fepgate,6,0.130257,0.200,7,1752.72
119,fepgate,6,0.128916,0.200,7,428.93
120,fepgate,6,0.130676,0.000,7,1758.53
121,fepgate,6,0.124186,0.200,7,430.93
122,fepgate,6,0.131897,0.200,7,1755.51
123,fepgate,6,0.123642,0.400,7,429.85
124,fepgate,6,0.129679,0.200,7,1756.91
125,fepgate,6,0.132308,0.400,7,430.10
126,fepgate,6,0.126099,0.200,7,1753.66
127,fepgate,6,0.128207,0.200,7,428.77
128,fepgate,6,0.131565,0.400,7,1760.10
129,fepgate,6,0.130910,0.200,7,429.66
130,fepgate,6,0.126243,0.200,7,1753.17
131,fepgate,6,0.126837,0.200,7,428.57
132,fepgate,6,0.127930,0.200,7,1753.48
133,fepgate,6,0.130714,0.200,7,430.15
134,fepgate,6,0.124607,0.400,7,1752.48
135,fepgate,6,0.129009,0.000,7,429.25
136,fepgate,6,0.125240,0.400,7,1752.30
137,fepgate,6,0.130116,0.400,7,430.25
138,fepgate,6,0.127534,0.200,7,1752.74
139,fepgate,6,0.129594,0.200,7,429.12
140,fepgate,6,0.129334,0.200,7,1754.95
141,fepgate,6,0.126957,0.200,7,429.84
142,fepgate,6,0.125082,0.200,7,1751.26
143,fepgate,6,0.131095,0.200,7,429.33
144,fepgate,6,0.125462,0.200,7,1771.34
145,fepgate,6,0.127081,0.400,7,433.40
146,fepgate,6,0.128251,0.200,7,1765.91
147,fepgate,6,0.130337,0.200,7,437.78
148,fepgate,6,0.133174,0.400,7,1766.81
149,fepgate,6,0.125228,0.200,7,439.12
150,fepgate,6,0.132493,0.200,7,1774.10
151,fepgate,6,0.131208,0.200,7,437.09
152,fepgate,6,0.123949,0.200,7,1771.91
153,fepgate,6,0.128290,0.200,7,437.87
154,fepgate,6,0.128580,0.200,7,1779.75
155,fepgate,6,0.126651,0.200,7,433.87
156,fepgate,6,0.127468,0.000,7,1754.35
157,fepgate,6,0.125202,0.400,7,429.73
158,fepgate,6,0.124466,0.200,7,1749.04
159,fepgate,6,0.113533,0.400,7,430.37
160,fepgate,6,0.129296,0.400,7,1751.61
161,fepgate,6,0.127992,0.200,7,429.80
162,fepgate,6,0.127129,0.200,7,1759.37
163,fepgate,6,0.129903,0.200,7,430.07
164,fepgate,6,0.124555,0.200,7,1765.91
165,fepgate,6,0.130230,0.400,7,429.55
166,fepgate,6,0.132026,0.000,7,1756.70
167,fepgate,6,0.129856,0.200,7,428.35
168,fepgate,6,0.132339,0.200,7,1758.90
169,fepgate,6,0.125233,0.400,7,429.42
170,fepgate,6,0.127873,0.400,7,1759.35
171,fepgate,6,0.132350,0.200,7,429.51
172,fepgate,6,0.134087,0.200,7,1757.56
173,fepgate,6,0.125831,0.400,7,429.38
174,fepgate,6,0.118652,0.400,7,1755.45
175,fepgate,6,0.127395,0.200,7,429.29
176,fepgate,6,0.121422,0.400,7,1760.89
177,fepgate,6,0.131504,0.200,7,429.09
178,fepgate,6,0.121095,0.400,7,1755.85
179,fepgate,6,0.128814,0.200,7,431.14
180,fepgate,6,0.116204,0.200,7,1757.90
181,fepgate,6,0.133474,0.200,7,430.16
182,fepgate,6,0.123529,0.200,7,1766.45
183,fepgate,6,0.125958,0.400,7,433.38
184,fepgate,6,0.122140,0.200,7,1759.78
185,fepgate,6,0.119433,0.400,7,431.45
186,fepgate,6,0.131342,0.400,7,1758.98
187,fepgate,6,0.129254,0.000,7,429.40
188,fepgate,6,0.123404,0.400,7,1755.39
189,fepgate,6,0.129746,0.200,7,429.08
190,fepgate,6,0.128031,0.400,7,1754.99
191,fepgate,6,0.129429,0.200,7,429.79
192,fepgate,6,0.114298,0.400,7,1758.74
193,fepgate,6,0.126621,0.200,7,429.91
194,fepgate,6,0.130389,0.200,7,1758.80
195,fepgate,6,0.131736,0.200,7,428.69
196,fepgate,6,0.128912,0.200,7,1754.58
197,fepgate,6,0.124791,0.200,7,431.68
198,fepgate,6,0.133469,0.200,7,1756.32
199,fepgate,6,0.125024,0.200,7,428.88
200,fepgate,6,0.132858,0.200,7,1763.05
201,fepgate,6,0.127550,0.200,7,429.34
202,fepgate,6,0.124724,0.200,7,1758.26
203,fepgate,6,0.128949,0.200,7,429.62
204,fepgate,6,0.131777,0.200,7,1757.17
205,fepgate,6,0.131285,0.200,7,428.04
206,fepgate,6,0.127682,0.200,7,1759.06
207,fepgate,6,0.129153,0.200,7,430.07
208,fepgate,6,0.115607,0.200,2,1750.05
209,fepgate,6,0.128716,0.200,7,430.47
210,fepgate,6,0.129725,0.200,7,1751.86
211,fepgate,6,0.118450,0.400,7,431.55
212,fepgate,6,0.126089,0.200,7,1752.58
213,fepgate,6,0.118702,0.400,7,432.94
214,fepgate,6,0.126217,0.200,7,1752.53
215,fepgate,6,0.129916,0.200,7,432.14
216,fepgate,6,0.125953,0.400,7,1753.00
217,fepgate,6,0.130578,0.200,7,430.49
218,fepgate,6,0.126423,0.200,7,1757.63
219,fepgate,6,0.132032,0.200,7,428.90
220,fepgate,6,0.127933,0.200,7,1757.17
221,fepgate,6,0.130341,0.200,7,429.14
222,fepgate,6,0.129994,0.400,7,1757.53
223,fepgate,6,0.128477,0.200,7,429.18
224,fepgate,6,0.124754,0.200,7,1757.61
225,fepgate,6,0.130595,0.400,7,429.31
226,fepgate,6,0.113675,0.200,7,1758.10
227,fepgate,6,0.129781,0.200,7,429.46
228,fepgate,6,0.125302,0.200,7,1755.91
229,fepgate,6,0.124287,0.200,7,429.39
230,fepgate,6,0.127198,0.200,7,1758.70
231,fepgate,6,0.126984,0.200,7,429.37
232,fepgate,6,0.129982,0.200,7,1755.94
233,fepgate,6,0.131257,0.400,7,429.24
234,fepgate,6,0.130931,0.200,7,1758.42
235,fepgate,6,0.132468,0.200,7,429.59
236,fepgate,6,0.130984,0.200,7,1755.47
237,fepgate,6,0.129923,0.200,7,449.53
238,fepgate,6,0.133053,0.200,7,1757.44
239,fepgate,6,0.133212,0.200,7,431.49
240,fepgate,6,0.131649,0.200,7,1755.72
241,fepgate,6,0.123413,0.200,7,430.98
242,fepgate,6,0.120905,0.200,7,1753.58
243,fepgate,6,0.132844,0.200,7,432.18
244,fepgate,6,0.132455,0.200,7,1752.39
245,fepgate,6,0.124995,0.400,7,430.68
246,fepgate,6,0.130808,0.200,7,1754.26
247,fepgate,6,0.129951,0.200,7,428.88
248,fepgate,6,0.129108,0.400,7,1735.98
249,fepgate,6,0.122392,0.400,7,427.80
250,fepgate,6,0.127298,0.200,7,1738.10
251,fepgate,6,0.127610,0.200,7,428.04
252,fepgate,6,0.128296,0.200,7,1736.15
253,fepgate,6,0.129850,0.200,7,428.12
254,fepgate,6,0.128920,0.200,7,1738.20
255,fepgate,6,0.127419,0.200,7,427.41
256,fepgate,6,0.123356,0.200,7,1745.70
257,fepgate,6,0.132592,0.200,7,429.03
258,fepgate,6,0.131568,0.400,7,1740.92
259,fepgate,6,0.126786,0.200,7,430.09
260,fepgate,6,0.122484,0.200,7,1741.07
261,fepgate,6,0.132967,0.000,7,428.88
262,fepgate,6,0.133471,0.400,7,1744.06
263,fepgate,6,0.129295,0.200,7,427.93
264,fepgate,6,0.127080,0.400,7,1743.17
265,fepgate,6,0.132629,0.200,7,428.26
266,fepgate,6,0.129447,0.200,7,1741.18
267,fepgate,6,0.130225,0.200,7,427.26
268,fepgate,6,0.127849,0.200,7,1744.75
269,fepgate,6,0.130941,0.200,7,428.48
270,fepgate,6,0.124069,0.200,7,1746.86
271,fepgate,6,0.131106,0.400,7,427.59
272,fepgate,6,0.130767,0.200,7,1747.49
273,fepgate,6,0.125983,0.400,7,429.75
274,fepgate,6,0.126176,0.400,7,1748.48
275,fepgate,6,0.127989,0.200,7,428.60
276,fepgate,6,0.117617,0.200,7,1745.33
277,fepgate,6,0.132809,0.000,7,426.87
278,fepgate,6,0.126471,0.400,7,1744.19
279,fepgate,6,0.125353,0.400,7,427.84
280,fepgate,6,0.120159,0.400,7,1743.73
281,fepgate,6,0.131985,0.400,7,426.90
282,fepgate,6,0.119766,0.400,7,1743.82
283,fepgate,6,0.124148,0.200,7,427.56
284,fepgate,6,0.130725,0.400,7,1747.68
285,fepgate,6,0.124943,0.200,7,428.71
286,fepgate,6,0.113997,0.200,7,1759.54
287,fepgate,6,0.126282,0.200,7,431.37
288,fepgate,6,0.133205,0.200,7,1758.03
289,fepgate,6,0.117593,0.400,7,435.14
290,fepgate,6,0.124674,0.400,7,1755.43
291,fepgate,6,0.115845,0.400,7,433.84
292,fepgate,6,0.126629,0.200,7,1755.43
293,fepgate,6,0.121318,0.200,7,429.26
294,fepgate,6,0.126769,0.200,7,1741.78
295,fepgate,6,0.127690,0.200,7,425.81
296,fepgate,6,0.132341,0.000,7,1743.81
297,fepgate,6,0.131147,0.200,7,429.09
298,fepgate,6,0.128087,0.200,7,1745.87
299,fepgate,6,0.130715,0.200,7,425.58
